Input1,Input2,Input3,Input4,Output
19582.87,21251.13,28,1.44,8640.267
14175.3,13615.4,24,60,24927.77
25862.32,25243.55,38,36,25564.67
0,0,16,30,7078.31
19104.81,18798.39,38,0,22898.85
11755.6,12442.74,21,0,15006.31
25862.32,25243.55,26,70,25564.67
25862.32,25243.55,28,5.1,0
25862.32,25243.55,54,42,24271.66
25470.47,23274.19,45,15,21131.49
25862.32,25243.55,35,70,25564.67
17131.83,17717.03,54,26,17330.78
6226.55,4525.935,19,52,15465.89
25862.32,25243.55,35,42,21849.67
25862.32,24459.39,35,0,20009.9
18262.33,17258.71,34,36.646,14889.57
0,7843.403,22,0,15261.96
23060.57,17572.02,22,25,21363.49
7063.157,12158.08,26,25,24431.25
23426.95,25241.76,41,0,19466.09
5999.275,21618.15,29,32,23435.27
25862.32,25243.55,52,23,25564.67
20819.17,19023.97,41,20,25564.67
17803.86,13819.5,28,0,25111.01
20470.42,20615.56,32,0,24252.45
0,0,16,40,6821.186
15413.55,14881.16,46,0,5964.104
0,1124.323,18,58,21786.12
10983.65,11463.44,26,25,14056.14
15621.23,11348.85,38,0,5995.137
25862.32,10527.1,45,0,23562.35
1396.957,3509.032,17,36,2888.955
14161.58,17423.42,25,0,17261.32
25862.32,25243.55,42,47,25564.67
5215.568,2918.226,23,37,8053.61
815.055,3784.742,19,0,12149.87
0,1475.226,17,51.22,8121.585
17631.44,17795.81,39,10.4,21490.58
18438.66,0,25,25,0
21653.82,23021.76,36,0,20441.39
66.61507,0,44,57,0
25862.32,20243.18,48,18,23037.76
4041.967,6258.968,26,30,18841.01
24584.88,25243.55,49,25,25564.67
6314.717,5209.839,19,12,21763.96
0,0,36,20.634,0
18348.53,17455.65,49,26,16354
1032.534,1980.097,21,18,13779.8
10458.57,11483.13,54,0,14292.57
0,0,21,38,0
6692.855,10577.23,18,32,17747.5
0,0,28,24,1779.183
18144.77,18605.03,50,0,25564.67
192.0081,2404.403,24,42,8294.479
25862.32,25243.55,39,17,25564.67
0,597.9677,16,9.6,2878.611
15536.99,15935.66,37,10.8,25564.67
1275.483,6165.871,17,30,4412.492
1116.782,1303.355,23,8,2232.845
11165.86,13606.45,21,28,20318.74
25862.32,25243.55,40,25,25564.67
8946.012,469.0645,23,0,4776.012
25862.32,16823.66,35,0,12059.73
11538.12,2638.935,42,24,25564.67
3804.896,7342.113,23,0,17765.23
4559.214,8258.758,25,0,14325.08
2613.662,8190.726,22,20,16142.69
3089.764,9535.258,23,0,19671.5
864.0367,5669.952,17,5,1579.69
0,14637.68,53,19,21533.43
18597.36,21127.6,51,30,21313.25
0,680.3226,16,10,0
24194.99,25243.55,46,0,24602.67
24216.54,25243.55,48,40,25121.35
3420.88,4153.548,19,24,6250.783
5043.153,2015.903,24,0,4292.796
321.3198,0,18,12.393,7722.599
0,10.74194,31,0,0
16904.55,9993.581,26,5,25564.67
25862.32,11968.31,49,13.5,25564.67
2539.21,4579.645,16,23,0
25862.32,25243.55,51,0,215.7481
20544.87,2454.532,34,7.257,17839.12
19808.19,20946.77,33,8.952,25564.67
25862.32,25243.55,28,35,25564.67
18550.34,20590.5,47,0,25564.67
15411.59,16034.13,34,12.62,19637.51
17905.74,23845.31,35,22,25564.67
15846.55,21279.77,50,14.679,25564.67
25862.32,25243.55,36,35,25564.67
18379.88,22285.94,47,67,25564.67
25862.32,16687.6,52,40,25564.67
24081.35,24067.31,52,102.499,25406.55
10027.53,8665.161,39,70,7557.094
1236.297,5551.79,18,19,2849.057
18374,19817.08,51,0,21729.97
25793.75,20230.65,40,18,10552.45
25862.32,25243.55,38,40,25564.67
188.0896,662.4194,18,65,1155.582
0,0,42,35.161,13705.91
0,0,16,35,4382.937
3475.739,660.629,18,46.854,0
1114.823,10920.97,25,18,10688.4
22237.68,19577.18,26,16.8,25564.67
462.387,12850.94,27,32,25564.67
16504.86,15081.68,51,22,24203.68
0,0,55,38.5,0
21896.77,22149.87,51,21,25564.67
7517.707,14021.81,25,22.746,25564.67
23944.2,24509.52,50,40,25564.67
25862.32,25243.55,39,13.32,25564.67
601.4949,1394.661,23,0,4975.505
18742.35,19840.35,30,28,22123.04
25862.32,25243.55,42,45,25564.67
7051.401,7086.097,19,0,20627.59
4710.077,7222.161,22,60,0
15844.59,16361.76,52,64,19435.06
18854.02,21184.89,30,0,7424.098
0,3944.081,31,25,0
2840.937,4892.952,28,9.6,19820.75
3168.134,5872.258,26,8.331,11136.15
23464.18,21306.63,28,35,22615.13
17558.95,17711.66,46,36,18347.45
18185.91,16512.15,46,0,4074.092
14721.93,17802.97,22,0,8403.831
0,2289.823,16,51,8836.805
22992,22319.95,36,45,24710.54
9426.033,14501.61,43,22,25564.67
6242.224,14088.05,31,2,20754.67
15397.88,12455.27,49,0,0
25862.32,25243.55,37,90,25564.67
5274.346,10140.39,31,58,2899.3
16158.07,16558.69,52,0,20568.48
7231.654,0,24,40,25564.67
25862.32,18080.47,30,45,19746.86
11728.17,15083.47,20,0,12404.04
18323.06,17378.66,48,99.999,17583.47
16663.56,13414.89,31,30,13352.74
14831.65,15434.37,30,63,16998.29
25654.64,25243.55,54,50,0
0,483.3871,19,35,5334.593
18805.04,6516.774,34,35,7332.479
4623.87,5469.435,24,13.584,4508.544
19471.19,21118.65,25,29.25,3505.167
12419.79,5265.339,43,19.551,11558.78
20629.12,17278.4,42,28,25564.67
2721.422,1317.677,47,0,15520.56
0,0,28,6,441.8402
25862.32,17677.65,43,3.252,917.6682
16432.37,14659.16,31,30,21001.45
16130.64,19933.45,26,9.14,25564.67
6204.998,10994.37,38,21,888.1137
0,3480.387,20,0,5495.665
1208.868,2846.613,18,19,0
20296.04,21122.23,54,33,25564.67
0,1867.306,27,0,0
25348.99,25243.55,38,64,18044.52
7235.572,7564.113,24,24,2583.066
10987.57,9751.887,39,0,25029.73
9047.894,5911.645,47,18.087,6145.865
773.9104,676.7419,19,25,5647.871
18336.78,19860.05,27,42,10895.28
14537.76,13989.58,28,45,13250.77
19026.44,17491.45,52,3.486,17908.57
25862.32,25243.55,36,30,25564.67
19618.14,23628.68,33,0,20151.76
23066.45,23567.81,37,25,24836.15
25862.32,12159.87,32,8.143,21081.25
0,16766.37,20,15,13373.43
16914.35,12344.27,28,48,25564.67
2999.637,3836.661,18,0,8180.694
3025.108,4273.5,18,4,0
0,5336.952,27,4.5,10313.05
0,0,52,29.537,0
18197.67,16540.79,54,0,15053.6
2966.33,2980.887,21,14,15219.11
25862.32,0,42,75,3698.75
1796.648,1541.468,25,49,3084.015
0,0,17,57,0
10501.67,7762.839,49,0,1024.065
9218.35,7814.758,38,24,0
25862.32,25243.55,33,18,15811.67
12096.51,469.0645,22,19.5,14289.62
0,0,42,7.5,0
15017.78,16610.61,52,20,19392.21
10478.16,10167.24,53,55,7128.553
8346.477,18955.94,42,0,10960.3
24118.57,23558.85,36,33,23178.14
16894.76,16911.39,36,14.4,19290.24
12476.61,12292.35,28,30.455,14969.37
4155.605,6212.419,29,0,5563.641
24455.57,22842.73,28,20,25564.67
25862.32,25243.55,54,12,25564.67
307.6049,0,21,14,0
20678.1,19913.76,32,15.5,21987.09
2121.886,3260.177,43,0,0
0,1007.952,18,0,21033.96
25862.32,25243.55,42,13.5,25564.67
15084.4,14752.26,53,40,14036.92
12388.44,0,23,8.129,25564.67
25862.32,22527.63,53,15,25564.67
25862.32,7426.258,55,34,0
7311.984,12084.68,33,18.579,19470.53
18291.71,12449.9,25,22,7542.316
15227.42,12308.47,28,0,12061.2
14085.17,18114.48,23,75,21834.89
21873.25,19211.95,41,20,25564.67
1253.931,6695.806,19,45,3289.419
16647.89,16306.26,41,7,19615.34
21260,23601.82,27,11.2,10632.24
19224.33,18875.37,33,21,21885.13
15495.84,15199.84,45,17.915,15779.16
18054.64,13468.6,26,24,25564.67
15576.17,15527.47,24,32,15913.64
22625.61,22932.24,51,48,21109.32
2676.358,3854.565,18,28,8284.135
19100.89,18291.73,43,99.999,12013.92
544.6762,4724.661,17,60,12073.03
3499.251,14741.52,29,4,13923.14
21614.63,21569.81,35,99.999,25564.67
25862.32,25243.55,37,86,25564.67
10758.33,11746.31,23,90,7690.089
16058.15,13522.31,50,62,21172.87
7588.24,3330,45,32,11577.99
24349.77,25243.55,39,26,23380.59
15282.28,13695.97,24,0,12013.92
16018.97,22262.66,49,50,16153.03
25862.32,24391.35,33,37,15950.58
25862.32,18619.35,49,30,8921.035
10201.9,25243.55,21,52,25564.67
22482.59,19571.81,54,60,0
3934.208,6402.194,18,0,11863.19
25862.32,25243.55,32,14.768,25564.67
25862.32,25243.55,43,9,25564.67
3463.984,0,32,21,0
25862.32,20757,38,6.6,25564.67
16973.13,585.4355,22,32,13736.95
20256.86,17235.44,38,99.999,17499.24
92.08554,379.5484,16,75,2439.727
25862.32,25243.55,37,24,25564.67
23205.56,7402.984,38,50,25564.67
7470.684,5933.129,28,43,17701.69
25862.32,25243.55,53,32,23998.28
11830.05,22987.74,26,40,17543.57
3093.682,4468.645,30,34,15538.29
6643.874,4019.274,34,0,25564.67
0,0,54,10,0
11841.81,18443.9,28,30,19458.7
25862.32,14857.89,22,10,24113.54
25862.32,25243.55,55,17,14336.9
12756.79,12424.84,49,14.4,0
20125.59,9757.258,47,23,14896.96
0,0,53,16.8,0
4913.841,6044.129,21,14.8,14370.89
25862.32,16823.66,51,19,25564.67
25862.32,25243.55,51,8,25564.67
3436.554,5908.065,22,40.106,0
21369.72,18793.02,35,0,0
0,0,37,0,0
12380.61,10412.52,36,29.995,17089.91
21642.06,20108.9,34,30,22913.63
0,0,52,99.999,0
25862.32,25243.55,40,55,25564.67
20133.43,11248.6,31,33.6,19760.16
25862.32,21824.03,35,80,25564.67
0,0,48,45.72,0
25862.32,25243.55,55,0,21648.69
0,0,35,22.116,0
20166.73,18347.23,30,0,25564.67
19038.2,11467.02,30,0,24933.68
25862.32,25243.55,31,50,25564.67
25858.4,25243.55,33,15.21,21403.39
19490.79,24180.1,28,6,25564.67
22216.13,25243.55,37,0,25564.67
20270.57,21723.77,33,0,25564.67
8761.841,4463.274,22,32,10642.59
19420.25,22242.97,26,0,25564.67
25862.32,25243.55,32,0,25564.67
25862.32,25243.55,39,15.5,24116.5
12063.21,23399.52,51,17,14969.37
25862.32,25243.55,47,6.6,25564.67
25862.32,25243.55,40,35,25564.67
17355.19,15844.35,26,38,14381.24
21671.45,22081.84,41,0,22164.42
0,0,55,30,0
10856.3,18186.1,19,16,0
25862.32,25243.55,30,0,25564.67
0,0,52,0,0
25862.32,16390.4,28,9.265,25564.67
25862.32,24987.53,47,33,25564.67
16835.98,14453.27,40,0,18139.09
11175.66,6430.839,30,53,6797.542
3381.695,478.0161,20,0,3451.969
25862.32,25243.55,48,53,25564.67
0,0,28,35,0
21316.82,22171.35,31,31.4,21942.76
25862.32,25243.55,53,0,25564.67
25832.93,25243.55,34,40,23962.81
25862.32,25243.55,37,55,20317.26
24388.95,17020.6,36,35,25564.67
5834.697,4488.339,21,30.2,0
25505.74,25243.55,33,0,12226.71
19447.68,20139.34,38,30.4,17664.74
23991.22,21229.65,35,29.5,25564.67
0,0,33,24.564,0
25862.32,25243.55,41,0,0
129.3116,0,18,37,25564.67
6563.544,134.2742,20,55,15363.92
11867.28,1195.935,40,54,3873.121
22476.71,19433.95,52,39,25564.67
21553.89,2187.774,35,48,1498.415
15850.47,22137.34,35,90,17918.91
20531.16,21795.39,50,44,21427.04
18456.29,18223.69,34,26,13258.16
762.1548,6282.242,19,30,382.7312
766.0733,10890.53,30,15.5,20470.95
3275.894,2758.887,43,50,2278.654
570.1466,1810.016,20,17,11910.48
25862.32,25243.55,44,12,25564.67
18773.69,18622.94,54,11,4118.424
25862.32,25243.55,47,26,25564.67
20254.9,21666.48,23,0,23209.17
24012.77,25243.55,34,28,25564.67
0,0,34,9.607,0
0,821.7581,29,40.5,0
0,0,48,33,0
858.1589,834.2903,19,12,0
2838.978,0,24,7.5,0
3949.882,6375.339,25,85,14811.25
25862.32,25243.55,35,52,19695.14
1581.128,839.6613,25,50,20841.86
25862.32,25243.55,42,22,25564.67
5772,0,32,20,0
0,0,49,0,0
3514.925,2646.097,18,20,1519.103
12919.41,4679.903,40,24.4,18136.14
7313.943,9087.677,23,13,5640.482
2619.54,458.3226,19,26,6590.661
22131.88,19988.95,34,65,25564.67
25862.32,25243.55,38,0,23769.23
21344.25,21030.92,27,27,25186.37
15478.21,1385.71,29,22,5743.923
17145.54,18794.81,25,31,20634.97
25133.47,22907.18,48,65,25564.67
12443.3,3922.597,21,0,4461.257
22406.18,23743.26,32,16,25564.67
25862.32,25243.55,29,18,25564.67
25037.47,25243.55,25,18,25564.67
462.387,0,27,0,542.3257
17067.17,17194.26,24,35.11,23154.5
18227.06,12782.9,46,17,17144.58
23499.45,23157.82,42,30,21273.35
0,0,38,33,18756.78
25862.32,25243.55,51,18.6,25564.67
8842.171,10263.92,19,29,17570.17
16738.02,17851.31,52,26,13794.58
22037.83,17983.79,38,35,22177.72
20519.4,18825.24,25,42,9079.152
15405.71,10935.29,30,36,16538.72
25768.28,23532,44,8.3,25564.67
25862.32,20794.6,40,0,16639.2
17560.91,19043.66,29,0,18405.08
25446.96,25243.55,51,23.764,25535.12
11044.39,11271.87,29,0,7777.275
0,6801.435,19,0,10369.21
0,0,16,25,11951.85
25862.32,25243.55,50,4.5,7573.349
22905.79,19475.13,54,39.9,24923.34
0,819.9677,16,27,4111.035
0,0,53,14,0
17125.95,17661.53,55,31,17870.15
14559.31,15432.58,35,32,8789.518
23091.92,24142.5,31,23,11156.84
15529.15,4110.581,24,0,0
25862.32,25243.55,55,0,25564.67
25862.32,24753,50,40,0
14910.02,17736.73,44,0,14359.07
8407.214,11860.89,21,24,1111.25
25862.32,25243.55,55,32,25564.67
25200.09,21992.32,52,7.5,666.4547
6530.236,6837.242,38,35,6374.912
19808.19,10938.87,38,37,11653.35
24359.56,25009.02,32,78,25564.67
25862.32,25243.55,50,28,25564.67
16902.59,16542.58,46,20,20903.92
0,3111.581,19,23,13460.61
13313.22,10661.37,49,20,4765.668
4026.293,8337.532,24,8,9996.82
20166.73,22683.39,28,50,25564.67
18611.08,17869.21,32,20,18187.86
19473.15,18896.85,42,38,19964.09
16683.16,15538.21,48,30,14716.68
12208.19,10595.13,29,22.4,11669.61
25862.32,25243.55,54,43.352,25564.67
25862.32,25243.55,43,0.4,1994.931
0,5310.097,55,13,8516.138
0,0,22,35,3403.204
21367.76,20950.35,50,17.534,23577.13
2897.756,9261.339,21,14.5,16639.2
4994.171,0,25,22,8355.066
11487.18,14694.97,35,7.2,9543.158
3183.809,3795.484,29,0,2964.32
20166.73,14931.29,50,28,7180.273
25862.32,25243.55,40,32.5,25564.67
25862.32,25243.55,33,0,25564.67
15687.85,10278.24,24,32,13905.41
25862.32,25243.55,28,6,25564.67
25862.32,25243.55,38,31,25564.67
19812.11,25243.55,51,50,6934.971
7425.621,13866.05,20,0,0
25862.32,25243.55,29,0,25564.67
16056.19,13640.47,42,12.48,0
6694.815,10994.37,19,5,0
24925.79,23428.16,29,24.5,25564.67
0,0,55,21,0
25862.32,20352.39,42,0,21789.08
16845.78,0,21,1.5,20467.99
1984.737,2476.016,18,7,6549.284
12611.8,12888.53,26,3,16667.28
17535.44,16884.53,29,0.3,9919.978
25862.32,25243.55,31,35,25013.48
25862.32,25243.55,47,10,25564.67
14222.32,8382.29,34,33.5,0
25862.32,6624.194,40,0,25564.67
25862.32,25243.55,52,21,25564.67
0,2859.145,18,0,8773.263
12572.62,13833.82,23,33,18040.09
0,0,54,11,0
20768.23,18977.42,49,15,19216.36
24582.92,23788.02,35,0,24726.8
20940.64,20241.39,27,0,22796.89
23401.48,13824.87,48,0,14155.14
25862.32,18408.1,50,35,25564.67
23495.53,25243.55,44,30.715,24292.35
19067.58,12625.35,32,20,14146.28
25862.32,25243.55,43,20,25177.51
25862.32,25243.55,30,30.8,25564.67
2415.776,5893.742,27,24,5548.863
15558.54,13470.39,34,0,14833.42
12735.23,11637.1,44,0,10159.37
5297.857,13345.06,24,35,22284.12
13113.37,22751.42,21,0.45,24287.91
2480.432,22151.66,31,10.12,0
25862.32,25243.55,35,21.877,25564.67
25862.32,25243.55,37,9.984,25564.67
15219.58,14877.58,50,35,0
14449.59,21684.39,28,65,25564.67
25862.32,25243.55,44,27,25564.67
5650.525,10824.29,30,0,25564.67
6410.721,7950.823,27,8.292,0
24093.1,24760.16,26,5.2,25564.67
25862.32,25243.55,40,4.5,25564.67
25862.32,23723.56,45,0,25564.67
7372.721,247.0645,25,0,5393.702
25862.32,25243.55,30,20.95,25564.67
12699.97,20001.48,24,10.4,25564.67
25862.32,25243.55,32,50,25564.67
0,13964.52,33,40,8423.041
15877.9,14397.77,26,99.999,0
21534.3,18044.66,26,75,25564.67
5660.322,25243.55,32,65,25564.67
1714.358,0,20,36,3100.27
7476.562,7846.984,34,76,4566.175
0,0,38,24,0
1716.318,4139.226,18,3,8372.799
14069.49,14200.84,37,9.6,15615.14
25862.32,21433.74,39,48,22826.44
20897.54,13354.02,40,0,962
634.8024,1165.5,16,0,0
1500.798,0,20,0,12618.31
0,11135.81,19,13,1001.899
8081.976,12646.84,31,17,15337.32
15791.69,10822.5,34,27,7540.839
5039.234,15776.32,26,0,15547.16
25862.32,25243.55,39,12,25564.67
0,0,24,0,147.7727
21669.49,24402.1,30,4.5,25564.67
23062.53,25012.6,32,36,25515.9
25862.32,25243.55,29,42.021,25564.67
25862.32,25243.55,36,0,25564.67
25862.32,25243.55,34,0,25564.67
9516.159,22835.56,22,22,21189.12
25862.32,25243.55,45,17.369,25564.67
22909.71,22345.02,44,8,18001.67
25862.32,25243.55,41,14,25564.67
15823.04,12140.18,41,23,15022.57
25862.32,25243.55,25,37,25564.67
20889.7,0,39,40,25564.67
0,0,50,30,0
25862.32,25243.55,49,12.101,25564.67
0,0,18,38,3400.249
25862.32,25232.81,29,0,25564.67
25862.32,25243.55,49,2.9,25564.67
19298.78,21340.65,49,0,14762.49
25862.32,25243.55,43,50,25564.67
25862.32,25243.55,36,22,25564.67
10305.74,15844.35,19,3.2,10709.08
19900.27,19473.34,33,7,18249.92
20131.47,20132.18,25,0,20747.28
25862.32,21122.23,28,24,19987.73
3123.071,14209.79,22,9.02,25564.67
25862.32,25241.76,52,31,0
25862.32,25243.55,48,3.2,25564.67
6575.299,8589.968,19,0,13606.91
14870.84,12276.24,27,0,11040.1
25862.32,25243.55,36,35,25564.67
25862.32,25243.55,48,25.342,25564.67
22276.86,2148.387,34,2.5,2413.127
0,0,43,23.32,0
25862.32,25243.55,38,28,19664.11
0,0,53,19,0
0,0,33,20,0
24095.06,23934.82,47,27,25564.67
17652.99,17962.31,31,12,18663.69
22766.68,10249.6,37,43.304,13015.82
25754.56,22926.87,51,39.5,22820.53
18908.88,15808.55,39,0,19381.86
22233.76,20402.52,48,50,0
19375.19,20044.45,47,0,21623.57
24772.97,20792.81,25,24,23761.84
24518.26,20995.11,38,35,25564.67
25862.32,25243.55,37,36.822,0
10474.24,12258.34,20,10.5,14741.8
6955.397,10111.74,23,29,12557.72
0,2241.484,18,30,6129.61
881.6701,2696.226,18,0.05,12120.31
23213.39,25078.84,34,60,24608.58
15529.15,17240.81,26,0,14808.3
7098.424,8994.581,46,26.216,8644.7
25862.32,25241.76,55,26,24113.54
25862.32,25243.55,29,0.5,25564.67
25376.42,24038.66,28,12.794,22139.3
22351.32,21177.73,31,52,23241.68
18029.17,19032.92,37,0,20673.39
850.3218,981.0968,17,50.5,0
25862.32,25243.55,39,65,25564.67
18885.37,20919.92,28,0,17482.98
24175.39,23073.68,54,28.885,25564.67
25862.32,25243.55,55,35,25564.67
25862.32,25243.55,35,0,25564.67
1391.079,2148.387,18,16.132,2976.141
22658.92,23703.87,28,0,25564.67
25862.32,25243.55,39,18,25564.67
25862.32,25243.55,47,0,25564.67
2789.996,6266.129,53,0,25564.67
25862.32,24343.02,51,30,23489.94
25862.32,25243.55,34,0,18589.8
17235.67,16877.37,35,0,24825.81
19238.04,21440.9,49,24,25564.67
9553.385,9742.935,42,40,14218.69
3162.257,9400.984,27,17.5,644.2888
17831.29,11563.69,31,17,22094.97
21544.1,16880.95,44,13,14033.97
7795.923,6199.887,55,32,5854.753
2241.401,2399.032,35,34,9460.406
25862.32,25243.55,50,10,25564.67
16559.72,1265.758,45,2.5,7987.112
25862.32,25243.55,45,18.9,24731.23
721.0102,1829.71,20,0,8625.49
6118.79,6237.484,55,0,5056.78
0,0,20,40,10.34409
850.3218,995.4194,19,10,1538.313
25862.32,19611.19,48,53.849,24035.22
15425.31,20062.35,27,0,25564.67
16855.57,11139.39,27,0.305,23745.59
10907.24,12338.9,38,12.646,11567.64
4120.338,6853.355,55,15,1663.92
9578.855,8935.5,34,21,9989.432
14288.93,3503.661,29,32,8133.407
7539.259,10963.94,38,9.1,10339.65
25862.32,24842.52,50,14,24595.28
22649.12,20887.69,54,25,24808.07
10779.89,15036.92,30,7,4911.963
3136.786,2146.597,25,0,17839.12
25780.03,25243.55,49,28.704,25564.67
7400.151,4909.065,21,3.5,10847.99
0,603.3387,16,0,4826.255
2372.672,2363.226,29,0,8392.009
13370.04,14059.4,39,11.4,18780.43
16261.91,15932.08,34,29.9,10753.42
25862.32,25243.55,55,34,25564.67
0,0,18,30,16413.11
15198.03,12333.53,26,22.9,14124.11
25862.32,25243.55,37,25,25564.67
619.1283,784.1613,17,20,2806.203
0,721.5,29,0,0
25862.32,23311.79,23,23,140.384
0,0,32,17.744,0
25862.32,23637.63,29,26,15811.67
25862.32,25243.55,31,41,25564.67
14823.81,15803.18,26,13,18176.04
13064.39,12184.94,24,10,13973.38
0,0,35,18,0
16565.6,15855.1,27,0,15731.88
25862.32,25243.55,39,40,25564.67
19843.45,14315.42,29,58,11687.34
21416.75,19362.34,30,40,22514.64
0,0,34,45,2664.341
4324.102,3457.113,42,35,9856.436
10248.92,10249.6,24,40,9339.232
24001.02,25243.55,33,56.35,25564.67
13940.18,13183.94,48,16.507,6765.032
6377.413,7215,22,35,8201.382
7206.183,13008.48,51,54.5,0
0,617.6613,17,0,12448.37
8658,11724.82,42,26,6253.739
14404.53,9390.242,54,20,0
22274.9,22210.74,34,0,25564.67
19520.18,18189.68,33,60,16786.97
14859.08,15597.29,40,30,15210.24
21052.32,22309.21,26,13,25564.67
13050.68,10818.92,24,30,9025.954
22065.26,19709.66,52,0,21224.59
25490.06,24382.4,31,20,25564.67
18759.98,22393.35,23,0,25564.67
11538.12,6556.161,34,40,13793.1
24414.42,21274.4,36,37.593,20747.28
18356.37,22833.77,52,39.1,25564.67
675.947,3279.871,17,2.943,0
24191.07,23625.1,41,0,0
25862.32,25243.55,47,7,0
3458.106,9211.21,28,42,0
25862.32,25243.55,40,36,25564.67
20395.97,19958.52,39,8,19780.85
15944.51,14816.71,29,7,23940.65
0,0,37,39,0
0,0,30,53,0
14153.74,7873.839,21,13.6,0
25862.32,25243.55,38,35,25564.67
25637.01,23795.18,31,42.09,25564.67
21896.77,24058.35,26,10,25564.67
20254.9,17801.18,24,59,24129.8
6567.462,7877.419,44,33.203,8536.826
6277.491,6201.677,27,0,3655.896
9194.839,14716.45,21,38,20668.96
19721.98,21707.66,51,35,17326.34
21068,25243.55,38,50,25150.91
8607.059,15982.21,20,0,23155.98
1373.446,2422.306,22,45,7874.805
15938.64,25243.55,35,11.7,25564.67
25862.32,25243.55,24,30,25564.67
18207.47,18483.29,25,0,11863.19
6185.405,1758.097,29,0,11156.84
3050.578,3226.161,19,0,697.4869
20394.01,22379.03,28,21,25564.67
25862.32,25243.55,37,60,25564.67
18375.96,19315.79,26,75,6943.837
1318.587,0,25,36.5,3871.644
21604.84,18451.06,32,54,25564.67
23266.29,22862.42,25,0,22343.23
2715.544,585.4355,36,0,0
12239.54,22839.15,31,50,0
25862.32,25243.55,47,25,25564.67
16408.86,12075.73,24,43,25564.67
22984.16,22497.19,26,0.22,25184.89
0,0,16,3.7,7854.117
25660.52,25243.55,32,2,25564.67
25862.32,16116.48,24,0,25564.67
21236.49,17949.77,51,0,22204.32
0,359.8548,19,29.432,4074.092
25862.32,25243.55,39,0,25564.67
22780.4,13629.73,31,30,25564.67
25862.32,25243.55,54,11,25564.67
8996.953,284.6613,24,0,1334.387
5278.265,5691.435,20,7.177,5788.255
21812.52,14354.81,32,10,25564.67
10362.56,17804.76,28,32,5501.576
6957.356,6805.016,38,22,5863.619
10866.09,9796.645,29,24.44,20057.18
21183.59,20633.47,28,28,806.8387
2807.629,2035.597,21,0,15332.89
21340.33,21526.84,38,67.6,19735.04
15341.06,8020.645,30,0,14251.2
4484.762,1067.032,24,54.5,0
6248.102,6090.677,19,35,14933.9
25862.32,25243.55,38,0,25564.67
21789.01,5949.242,37,50,16222.48
17108.32,16381.45,29,0,18793.73
25862.32,22880.32,30,40,25564.67
25862.32,25243.55,46,27,4447.957
25862.32,25243.55,51,32,25564.67
3389.532,1928.177,25,18.017,17846.5
25862.32,22273.4,48,33,25564.67
7840.986,7608.871,46,5.8,8482.151
12935.08,4561.742,27,42,16540.19
22321.93,6346.694,30,9.5,9565.324
25862.32,25243.55,35,0,25564.67
21175.76,18665.9,55,38.936,25564.67
25862.32,25243.55,43,3,25564.67
272.3381,2307.726,16,29.1,134.4731
0,3018.484,29,0,6945.315
18991.17,15498.82,26,22.75,19043.46
25862.32,25243.55,42,64,25564.67
15372.41,25243.55,49,40.4,25239.57
25862.32,25243.55,47,60,25564.67
25862.32,25243.55,35,21,25564.67
20817.21,5992.21,45,50,0
11116.88,12807.97,20,48,23992.37
19132.24,16578.39,40,7.641,25564.67
0,0,18,18,13513.81
24847.42,25243.55,27,70.761,4759.757
10180.35,0,37,72,3245.088
24490.84,25243.55,28,39.2,25564.67
25397.98,24629.47,47,50,21731.45
1543.902,1342.742,40,24,0
3544.314,5840.032,34,41.558,7957.558
18301.51,18880.74,29,9.904,22161.47
25021.8,22844.52,32,0,25564.67
0,0,32,0,0
0,0,53,17,0
12746.99,4287.823,42,0,6315.803
15979.78,0,28,0,7520.151
17024.07,20882.32,22,0,25564.67
25466.55,17065.35,31,25,19510.42
21569.57,21512.52,30,50,18693.24
17292.49,2196.726,23,80,9136.783
1761.381,3485.758,19,10,1179.226
25862.32,20663.9,53,37,25564.67
6152.098,5940.29,19,15.3,13488.69
20478.26,13497.24,24,0,21263.01
12006.39,14483.71,28,32,25564.67
4028.253,0,23,28,91.61905
9333.947,6994.79,29,16,12194.2
10897.44,15264.29,29,48,8253.103
16330.49,6967.935,43,11,428.5407
15705.48,5986.839,23,69,13315.79
20266.66,19899.44,23,0,22152.6
25862.32,25243.55,42,43,25564.67
617.169,1901.323,18,0,5918.295
538.7984,7324.21,25,25,18212.98
0,0,24,40,24714.98
25862.32,24946.35,45,33,25564.67
5299.817,6796.065,18,33,1256.068
22474.75,15278.61,51,0,19268.08
2690.073,1258.597,52,0,8158.528
0,0,17,23,0
16702.75,15903.44,31,0,25564.67
18089.91,7778.952,52,34.3,0
2547.047,5702.177,18,23.953,19183.85
0,0,43,23.5,0
4768.855,5635.935,18,15,23031.85
8730.493,5834.661,22,45,11044.53
25862.32,25243.55,50,55,25564.67
4208.505,9547.79,18,99.999,23563.83
16306.98,17154.87,46,30,25564.67
23013.55,5023.645,43,22,25564.67
11859.44,10756.26,22,45,24805.12
22815.66,18103.74,27,0,19683.32
21716.51,17967.68,26,22,12749.82
20540.95,10548.58,42,62.4,0
13893.16,14813.13,21,47.825,25564.67
11193.29,11137.6,25,52,21517.18
0,0,17,52,4100.691
530.9613,3546.629,42,51,308.8449
25862.32,25243.55,27,0,25564.67
12547.14,19215.53,26,0,24379.53
24002.98,17872.79,35,77.7,25564.67
17241.55,24240.97,29,99.999,25564.67
